CALIFORNIA
Corcoran,23290,71,0,10,59,364,103,215,46,2
Corning,7631,47,0,4,43,300,89,173,38,2
Corona,160159,162,9,65,74,3439,644,2305,490,9
Coronado,23183,11,0,4,5,555,57,470,28,4
Costa Mesa,112538,252,1,94,111,3556,512,2748,296,13
Cotati,7388,35,0,6,29,79,31,41,7,0
Covina,48524,138,0,52,77,1344,369,818,157,9
Crescent City,7333,94,0,13,74,202,61,125,16,0
Cudahy,24091,111,0,38,69,320,64,174,82,1
Culver City,39452,161,0,88,66,1616,174,1327,115,1
Cupertino,60440,41,0,23,15,812,179,584,49,15
Cypress,49067,50,0,17,29,934,148,689,97,6
Daly City,104536,223,0,90,118,1833,352,1190,291,26
Dana Point,34262,70,0,10,51,586,133,429,24,0
Danville,43411,17,0,2,12,413,94,291,28,2
Davis,66126,103,3,20,49,1777,723,967,87,10
Delano,52210,309,6,81,218,1949,713,793,443,51
Del Mar,4290,16,0,3,12,179,34,134,11,0
Del Rey Oaks,1673,5,0,3,2,39,10,29,0,0
Desert Hot Springs,27936,277,2,63,209,1103,487,475,141,3
Diamond Bar,56619,62,0,25,34,886,344,476,66,1
Dinuba,23440,214,0,20,188,871,333,446,92,5
Dixon,18743,35,0,1,30,411,103,263,45,1
Dorris,910,1,0,0,1,17,3,11,3,0
Dos Palos,5071,89,1,2,55,210,56,100,54,0
Downey,113222,326,7,171,136,3292,573,1873,846,9
Duarte,21759,41,1,19,20,366,97,214,55,0
Dublin,49789,70,0,15,54,739,168,494,77,5
Dunsmuir,1589,4,0,1,3,34,9,24,1,0
East Palo Alto,29086,347,8,80,248,597,236,231,130,0
Eastvale,54882,63,1,18,35,1005,203,667,135,1
El Cajon,102012,386,2,143,212,2730,493,1775,462,17
El Centro,43249,144,1,54,82,2039,416,1499,124,3
El Cerrito,24184,92,0,63,29,1120,280,717,123,1
Elk Grove,160925,469,0,99,364,2963,544,2229,190,11
El Monte,115591,340,3,155,168,2182,568,1038,576,11
El Segundo,16911,37,0,19,18,538,143,343,52,6
Emeryville,10415,132,0,70,60,1651,135,1362,154,2
Encinitas,61433,127,1,21,96,1081,258,752,71,1
Escalon,7304,10,0,0,9,191,58,114,19,2
Escondido,148650,596,6,201,350,3965,717,2476,772,12
Etna,721,1,0,0,1,3,0,3,0,1
Eureka,26881,192,2,73,100,2087,399,1506,182,25
Exeter,10506,20,1,4,12,249,72,158,19,2
Fairfax,7563,13,0,1,9,104,30,68,6,1
Fairfield,108425,498,3,165,317,3534,735,2170,629,20
Farmersville,10786,47,0,15,31,258,104,119,35,2
Ferndale,1364,4,0,0,4,26,10,15,1,0
Fillmore,15206,26,0,4,21,152,26,106,20,7
Firebaugh,8062,70,0,3,61,49,18,28,3,3
Folsom,73782,98,0,35,56,1336,240,1024,72,10
Fontana,203427,725,10,202,480,4088,872,2217,999,9
Fort Bragg,7245,53,0,2,50,391,94,282,15,4
Fort Jones,823,1,0,0,1,9,5,4,0,0
Fortuna,11803,41,0,4,35,429,85,321,23,2
Foster City,32652,15,0,3,10,305,69,216,20,4
Fountain Valley,56805,92,0,20,63,1170,262,835,73,5
Fowler,6038,37,0,2,32,166,29,96,41,2
Fremont,224475,273,1,136,111,4097,944,2484,669,21
Fresno,508876,2552,40,903,1556,22584,5223,13304,4057,184
Fullerton,139676,372,0,107,236,3859,627,2873,359,27
Galt,24553,63,2,15,39,517,190,263,64,4
Gardena,59703,245,0,144,85,1331,298,726,307,7
Garden Grove,175469,455,5,137,297,3397,637,2221,539,29
Gilroy,51240,180,3,51,111,1740,222,1283,235,10
Glendale,195366,181,1,75,97,3198,563,2384,251,5
Glendora,50893,65,2,30,26,1340,173,1096,71,6
Goleta,30401,43,0,9,27,451,137,301,13,1
Gonzales,8428,24,0,7,15,109,35,55,19,2
Grand Terrace,12364,38,0,16,21,279,77,143,59,2
Grass Valley,12792,115,0,10,103,751,131,551,69,5
Greenfield,16922,89,1,31,56,259,62,141,56,3
Gridley,6563,72,1,1,66,191,53,115,23,6
Grover Beach,13398,39,0,7,25,303,94,174,35,1
Guadalupe,7205,10,0,1,8,52,12,29,11,0
Gustine,5655,39,0,5,32,125,50,55,20,8
Hanford,54425,299,2,63,224,1939,345,1401,193,11
Hawaiian Gardens,14437,56,1,21,32,205,47,106,52,1
Hawthorne,86132,580,6,299,243,2242,523,1333,386,6
Hayward,150955,589,5,333,218,4844,1051,2122,1671,21
Healdsburg,11483,25,0,2,20,236,47,181,8,0
Hemet,81698,447,4,173,246,3963,1110,2294,559,1
Hercules,24831,22,0,6,14,274,83,143,48,0
Hermosa Beach,19858,27,0,6,17,549,119,395,35,0
Hesperia,92621,371,1,83,270,2330,869,1052,409,15
Hidden Hills,1905,2,0,2,0,7,6,1,0,0
Highland,54462,191,3,56,124,1362,480,527,355,9
Hillsborough,11245,0,0,0,0,57,32,23,2,0
Hollister,36414,195,4,26,151,570,185,312,73,7
Holtville,6022,12,0,1,9,102,26,67,9,0
Hughson,6898,7,0,1,6,147,50,77,20,1
Huntington Beach,195842,362,2,100,229,4934,793,3796,345,25
Huntington Park,58852,359,1,197,155,1812,220,1003,589,5
Huron,6812,71,1,16,52,271,96,134,41,2
Imperial,15943,7,0,1,6,86,18,53,15,0
Imperial Beach,26998,133,1,25,101,454,125,228,101,3
Indian Wells,5174,7,0,2,5,172,48,116,8,0
Indio,80243,468,1,120,313,2699,792,1335,572,9
Industry,223,51,0,18,29,1041,110,705,226,1
Inglewood,111672,739,14,326,370,2718,637,1441,640,23
Ione,7160,6,0,1,5,101,28,65,8,1
Irvine,235830,113,2,38,61,3285,583,2553,149,10
Irwindale,1440,20,0,4,15,229,40,145,44,3
Isleton,817,9,0,3,6,46,23,23,0,0
Jackson,4549,23,0,2,19,179,60,112,7,5
Jurupa Valley,98090,267,3,75,177,3065,570,1732,763,2
Kensington,5230,5,0,0,5,85,36,35,14,2
Kerman,14543,45,0,9,34,436,120,233,83,1
King City,13260,68,5,20,43,201,84,93,24,2
Kingsburg,11651,23,0,2,18,327,111,162,54,2
La Canada Flintridge,20572,12,0,3,9,303,96,196,11,1
Lafayette,24829,21,0,6,15,413,110,275,28,0
Laguna Beach,23313,41,0,5,33,469,87,356,26,5
Laguna Hills,31134,53,0,12,38,508,75,390,43,1
Laguna Niguel,64894,57,0,13,40,624,95,500,29,1
Laguna Woods,16584,5,0,1,2,132,22,100,10,2
La Habra,61740,88,0,33,47,1155,185,856,114,0
La Habra Heights,5437,3,0,0,2,55,33,20,2,0
Lake Elsinore,56232,103,3,32,66,1494,418,858,218,1
Lake Forest,79336,105,2,23,68,813,150,620,43,1
Lakeport,4674,14,0,1,11,272,60,192,20,0
Lake Shastina,2482,2,0,0,2,10,4,4,2,0
Lakewood,81086,225,2,110,102,2062,419,1356,287,9
La Mesa,58482,181,1,64,109,1968,354,1381,233,3
La Mirada,49150,72,1,14,48,841,207,520,114,3
Lancaster,159792,832,9,261,522,3495,1062,2030,403,49
La Palma,15950,10,0,8,2,326,80,221,25,3
La Puente,40415,143,3,48,80,493,149,219,125,5
La Quinta,39150,68,0,26,37,1494,402,1002,90,4
La Verne,31439,37,0,21,15,753,158,548,47,1
Lawndale,33234,162,1,51,101,419,151,172,96,4
Lemon Grove,26156,145,1,45,91,509,120,279,110,2
Lemoore,24802,111,0,28,77,608,112,408,88,5
Lincoln,44831,25,0,7,12,553,183,326,44,7
Lindsay,13208,40,0,12,27,310,99,161,50,2
Livermore,84350,270,0,44,214,1830,387,1275,168,15
Livingston,13683,33,2,2,28,196,39,127,30,1
Lodi,63639,287,1,89,186,2301,634,1302,365,15
Loma Linda,23701,61,0,10,50,721,166,402,153,3
Lomita,20622,66,0,17,47,414,114,231,69,1
Lompoc,43581,188,0,31,140,1051,311,660,80,17
Long Beach,469665,2346,34,1118,1091,12999,3776,6868,2355,97
Los Alamitos,11735,24,0,11,11,360,108,213,39,0
Los Altos,30225,23,0,13,5,358,79,262,17,4
Los Altos Hills,8300,2,0,0,1,83,47,35,1,3
Los Angeles,3878725,16524,251,7885,7624,85844,15728,55734,14382,1430
Los Banos,36965,109,1,31,74,1060,257,696,107,4
Los Gatos,30351,25,0,5,17,551,132,376,43,5
Lynwood,71077,436,2,189,231,1528,325,649,554,12
Madera,62973,568,7,107,426,1855,589,1010,256,0
Malibu,12891,28,0,11,14,350,81,246,23,1
Mammoth Lakes,8258,18,0,5,13,152,33,113,6,1
Manhattan Beach,35930,64,0,34,25,853,194,623,36,1
Manteca,72261,212,0,79,129,2699,489,1883,327,22
Marina,20426,50,0,13,33,560,234,298,28,4
Martinez,36910,53,0,17,33,824,202,441,181,0
Marysville,12168,87,0,17,60,539,135,269,135,6
Maywood,27744,112,4,32,72,320,52,132,136,2
McFarland,12288,65,1,18,44,274,88,58,128,12
Mendota,11472,38,1,15,21,294,75,176,43,18
Menifee,82634,99,3,21,69,1680,391,979,310,3
Menlo Park,33146,53,0,18,32,644,180,436,28,3
Merced,81329,556,5,133,399,2647,644,1608,395,104
Mill Valley,14239,11,0,2,9,229,78,143,8,0
Milpitas,69522,93,1,56,28,2067,291,1491,285,8
Mission Viejo,95895,62,0,22,36,998,156,802,40,4
Modesto,204252,1704,14,450,1168,9989,2251,6349,1389,62
Monrovia,37071,57,0,23,33,806,128,592,86,0
Montague,1411,2,0,0,2,16,5,11,0,1
Montclair,37785,187,2,79,95,1623,288,962,373,14
Montebello,63566,183,2,81,89,1756,711,549,496,47
Monterey,29338,120,1,38,71,1108,220,835,53,2
Monterey Park,61152,104,0,60,36,1162,316,637,209,0
Monte Sereno,3491,1,0,0,0,33,14,18,1,0
Moorpark,35264,37,0,7,27,409,68,315,26,3
Moraga,16664,11,0,0,7,150,37,92,21,1
Moreno Valley,201284,638,10,312,285,5872,1822,3224,826,4
Morgan Hill,39907,63,1,10,41,676,162,416,98,2
Morro Bay,10412,31,0,1,27,171,57,105,9,1
Mountain View,77399,157,0,32,112,1706,294,1277,135,4
Mount Shasta,3309,5,0,2,3,69,14,48,7,0
Murrieta,107768,70,1,21,38,1640,285,1149,206,8
Napa,78761,255,2,47,180,1409,304,975,130,16
National City,59637,314,1,137,165,1890,286,1189,415,7
Needles,4932,15,1,5,8,208,88,88,32,1
Nevada City,3039,26,0,1,22,129,36,78,15,0
Newark,43950,123,1,40,73,1062,231,658,173,2
Newman,10691,36,0,4,32,198,38,124,36,2
Newport Beach,87639,73,2,13,51,2158,454,1600,104,11
Norco,27497,42,1,7,32,594,149,367,78,3
Norwalk,106518,407,6,150,235,2246,420,1262,564,10
Novato,53735,107,0,30,72,836,215,496,125,20
Oakdale,21340,50,0,14,27,826,239,503,84,2
Oakland,403887,7984,90,4922,2792,25176,5058,13285,6833,140
Oakley,37824,70,0,19,47,497,137,266,94,3
Oceanside,172525,634,9,182,402,4494,677,3417,400,24
Ojai,7585,14,0,3,7,103,15,80,8,2
Ontario,168144,453,9,167,246,4507,830,2586,1091,28
Orange,140304,147,4,64,71,2418,473,1673,272,15
Orange Cove,9750,212,0,8,189,880,272,483,125,0
Orinda,18520,10,0,0,10,214,103,103,8,0
Orland,7420,27,0,5,19,175,52,107,16,3
Oroville,15581,78,2,26,40,1011,258,593,160,10
Oxnard,202594,651,15,328,298,5074,974,3436,664,36
Pacifica,38494,66,0,7,51,546,114,361,71,3
Pacific Grove,15518,22,0,7,13,308,84,207,17,5
Palmdale,156522,759,10,257,465,3344,1049,1928,367,28
Palm Desert,50456,110,2,30,71,2215,572,1511,132,4
Palm Springs,46282,255,0,99,137,2350,712,1342,296,9
Palo Alto,66964,54,0,29,21,1483,242,1174,67,10
Palos Verdes Estates,13658,6,0,0,5,147,54,89,4,2
Paradise,26222,68,1,7,49,530,214,242,74,0
Paramount,54868,222,3,122,89,1633,266,863,504,7
Parlier,14856,91,2,18,65,375,111,156,108,15
Pasadena,139003,434,3,162,244,3779,939,2553,287,27
Paso Robles,30795,103,2,6,87,848,211,595,42,4
Patterson,20733,41,1,26,12,631,206,327,98,3
Perris,72171,241,6,102,132,2038,489,1067,482,3
Petaluma,59224,179,0,31,131,1013,159,778,76,12
Pico Rivera,63710,207,3,65,132,1521,262,924,335,11
Piedmont,10963,20,0,13,7,292,116,126,50,2
Pinole,18848,69,2,30,28,685,128,475,82,2
Pismo Beach,7824,22,0,3,14,317,146,159,12,0
Pittsburg,66387,185,4,111,68,2022,567,826,629,5
Placentia,52002,66,2,16,42,784,173,531,80,1
Placerville,10339,63,0,7,53,294,92,172,30,0
Pleasant Hill,34044,55,0,40,14,1469,206,1110,153,3
Pleasanton,72975,60,0,29,28,1281,185,979,117,10
Pomona,151366,809,29,295,454,4394,847,2591,956,17
Porterville,55267,194,8,44,134,1506,472,801,233,5
Port Hueneme,21910,57,1,11,41,405,112,251,42,1
Poway,49444,90,0,16,66,575,170,360,45,2
Rancho Cordova,67634,352,5,101,235,2202,478,1499,225,2
Rancho Cucamonga,172262,331,1,128,188,3824,1374,1972,478,17
Rancho Mirage,17816,26,0,8,17,636,156,443,37,0
Rancho Palos Verdes,42542,30,0,7,22,580,175,369,36,0
Rancho Santa Margarita,49190,17,0,6,8,290,77,200,13,1
Red Bluff,14170,146,3,19,115,938,291,570,77,3
Redding,91035,585,2,146,388,3774,742,2483,549,5
Redlands,70282,215,2,84,114,3020,605,2047,368,21
Redondo Beach,67993,160,1,43,112,1588,309,1146,133,1
Redwood City,79707,190,1,66,97,1871,507,1138,226,13
Reedley,25018,157,0,25,125,529,173,244,112,1
Rialto,102520,434,4,192,219,2717,798,1148,771,20
Richmond,107341,1112,16,407,654,4826,1631,1685,1510,23
Ridgecrest,28537,154,4,24,117,570,212,313,45,11
Rio Dell,3368,11,0,0,11,46,21,22,3,0
Rio Vista,7622,32,0,4,25,245,113,117,15,2
Ripon,14802,15,0,5,9,342,66,253,23,1
Riverbank,23474,37,0,13,23,685,208,400,77,1
Riverside,316423,1330,10,495,747,10608,1978,6912,1718,75
Rocklin,59621,62,0,17,40,1011,273,678,60,6
Rohnert Park,41326,180,1,24,139,687,136,487,64,4
Rolling Hills,1894,0,0,0,0,11,5,6,0,0
Rolling Hills Estates,8229,3,0,1,2,118,29,82,7,0
Rosemead,54587,149,0,65,78,1067,288,615,164,3
Roseville,126236,261,1,64,183,3343,482,2623,238,17
Ross,2447,1,0,0,1,48,21,24,3,0
Sacramento,478182,3137,34,1158,1850,17980,3886,11233,2861,164
Salinas,155742,1001,24,451,490,5356,1148,2720,1488,36
San Bernardino,214322,1949,45,794,1036,9389,2673,4025,2691,87
San Bruno,42495,102,1,35,58,1002,131,780,91,1
San Clemente,65295,56,0,21,32,844,209,582,53,2
Sand City,344,3,0,0,3,99,14,81,4,0
San Diego,1349306,5303,39,1456,3492,31728,6355,19230,6143,178
San Dimas,33854,65,0,18,43,706,176,463,67,1
San Fernando,23955,85,0,28,55,399,69,258,72,2
San Francisco,833863,7064,48,4202,2653,48324,5931,36527,5866,227
San Gabriel,40287,103,1,31,66,724,175,493,56,1
Sanger,24649,146,2,25,104,726,179,433,114,1
San Jacinto,45714,124,5,64,49,1805,469,1092,244,0
San Jose,992143,3215,38,1095,1812,25510,5173,12411,7926,133
San Juan Capistrano,35585,57,0,13,44,439,115,302,22,2
San Leandro,87490,394,3,251,114,3960,761,2287,912,10
San Luis Obispo,46095,161,0,26,101,1775,328,1384,63,44
San Marcos,87712,214,0,62,133,1400,299,931,170,7
San Marino,13308,20,0,3,15,224,83,140,1,0
San Mateo,100440,239,0,85,125,2065,309,1601,155,12
San Pablo,29893,200,0,102,96,1170,305,512,353,4
San Rafael,58725,206,0,77,103,1812,366,1114,332,19
San Ramon,74434,27,0,14,13,760,171,485,104,10
Santa Ana,332848,1121,13,463,594,6425,803,4163,1459,33
Santa Barbara,90006,362,2,82,246,2670,459,2091,120,17
Santa Clara,120150,172,0,55,104,3023,461,2169,393,18
Santa Clarita,204951,276,2,97,158,2713,704,1760,249,17
Santa Cruz,62517,407,4,85,285,3163,552,2383,228,21
Santa Fe Springs,16936,75,0,28,44,1206,135,830,241,2
Santa Maria,102051,490,3,122,331,2934,647,1557,730,13
Santa Monica,92488,324,7,120,170,3544,573,2806,165,21
Santa Paula,30159,108,6,33,63,536,103,358,75,6
Santa Rosa,171564,541,3,105,391,3506,638,2559,309,25
Santee,55924,156,0,31,120,1165,170,888,107,3
Saratoga,30897,14,0,4,7,222,89,123,10,2
Sausalito,7066,10,0,2,6,309,71,226,12,1
Scotts Valley,11694,11,0,2,8,287,56,220,11,3
Seal Beach,24798,16,0,8,7,462,93,336,33,1
Seaside,34147,120,4,21,88,591,150,390,51,0
Sebastopol,7570,23,0,3,18,146,55,83,8,4
Selma,23935,191,0,35,146,1056,218,589,249,2
Shafter,17139,58,1,13,37,545,209,251,85,8
Sierra Madre,11048,13,0,1,11,129,58,65,6,0
Signal Hill,11240,32,0,14,16,554,95,379,80,2
Simi Valley,126215,132,3,31,89,1709,344,1233,132,16
Solana Beach,13239,27,0,5,21,294,93,180,21,0
Soledad,26637,73,0,15,52,252,105,100,47,0
Solvang,5373,7,0,0,4,70,21,45,4,0
Sonoma,10912,38,0,11,24,212,63,139,10,1
Sonora,4774,13,0,6,5,304,74,213,17,11
South El Monte,20354,88,1,35,48,444,117,208,119,4
South Gate,95591,496,2,223,256,2698,406,1379,913,6
South Lake Tahoe,21243,116,3,16,89,585,171,368,46,2
South Pasadena,25937,29,0,16,10,568,170,347,51,20
South San Francisco,66157,118,0,39,74,1188,268,739,181,25
Stallion Springs,2562,9,0,0,9,16,1,15,0,0
Stanton,39128,112,1,45,58,702,137,409,156,3
St. Helena,5934,6,0,0,6,72,25,45,2,0
Stockton,299796,3622,32,1088,2411,15080,4189,8748,2143,88
Suisun City,28805,64,1,35,25,630,132,379,119,2
Sunnyvale,148160,144,4,51,73,2434,574,1456,404,14
Susanville,16270,83,2,11,67,384,148,215,21,6
Sutter Creek,2445,4,0,0,4,58,15,40,3,1
Taft,8839,60,0,0,58,331,84,210,37,0
Tehachapi,13607,41,0,7,29,385,183,174,28,0
Temecula,106680,91,3,39,38,2848,711,1897,240,9
Temple City,36269,48,1,11,31,476,179,264,33,0
Thousand Oaks,128884,139,0,42,90,1604,291,1222,91,12
Tiburon,9133,2,0,0,2,87,19,68,0,0
Torrance,147534,187,1,76,94,2786,591,1833,362,6
Tracy,85174,152,0,57,88,2236,353,1648,235,12
Truckee,16146,18,0,2,16,173,67,99,7,3
Tulare,61424,430,6,77,332,2613,909,1333,371,23
Tulelake,987,1,0,0,1,8,4,4,0,0
Turlock,70075,310,2,80,216,2630,627,1578,425,44
Tustin,78836,100,1,36,57,1473,213,1147,113,5
Twentynine Palms,25914,74,2,5,58,353,153,159,41,1
Ukiah,15874,116,0,15,93,564,190,347,27,2
Union City,72480,218,2,92,121,1634,416,886,332,4
Upland,75640,163,0,67,87,2234,589,1246,399,4
Vacaville,94347,201,1,66,120,2096,267,1598,231,17
Vallejo,118336,1019,25,424,540,5734,2972,1553,1209,54
Ventura,108204,262,6,99,136,4027,745,3025,257,20
Vernon,115,22,0,13,9,321,28,187,106,0
Victorville,121699,651,9,202,404,4165,1461,2067,637,20
Villa Park,5959,6,0,0,6,86,30,56,0,3
Visalia,127824,500,8,156,305,4853,1218,3016,619,5
Vista,96712,445,1,140,276,2045,390,1326,329,6
Walnut,30279,37,0,10,26,463,220,207,36,0
Walnut Creek,66149,78,0,31,43,2161,364,1634,163,1
Waterford,8590,29,2,4,22,224,78,104,42,0
Watsonville,52076,237,3,71,143,1308,218,824,266,9
Weed,2927,26,0,3,17,110,33,74,3,0
West Covina,107867,231,1,106,122,3370,615,2254,501,2
West Hollywood,34902,216,0,68,134,1435,292,1044,99,2
Westlake Village,8440,11,0,3,7,148,40,102,6,1
Westminster,91885,283,0,84,186,2476,420,1720,336,8
Westmorland,2279,2,0,1,0,6,2,4,0,0
West Sacramento,49751,205,1,98,90,1483,380,894,209,9
Wheatland,3522,0,0,0,0,49,16,28,5,0
Whittier,86450,223,3,73,130,2383,455,1675,253,4
Wildomar,33453,40,0,11,27,536,166,287,83,1
Williams,5176,5,0,3,2,67,24,35,8,1
Willits,4832,30,0,1,28,61,6,35,20,2
Willows,6122,17,0,3,12,179,54,116,9,0
Windsor,27249,105,0,8,88,269,52,209,8,4
Winters,6992,8,1,3,4,115,27,76,12,2
Woodlake,7417,10,1,1,7,134,39,79,16,0
Woodland,56523,272,1,48,207,1942,510,1238,194,34
Yorba Linda,67492,30,0,6,19,700,172,482,46,1
Yountville,2969,1,0,0,0,57,17,34,6,0
Yreka,7639,49,1,2,44,278,71,193,14,2
Yuba City,65133,174,2,39,118,1980,438,1210,332,16
Yucaipa,52524,107,0,31,69,926,262,534,130,13
Yucca Valley,21214,86,3,15,61,429,141,234,54,2
